1546052067372, OUT, 11
1546050610733, OUT, 9
1546049739364, OUT, 14
1546048287821, OUT, 15
1546045198783, OUT, 18
1546041371452, OUT, 18
1546040535873, IN, 2
1546037750173, OUT, 14
1546037240886, OUT, 8
1546036688786, OUT, 17
1546034043069, OUT, 2
1546033420462, OUT, 20
1546031700131, OUT, 8
1546031655836, IN, 9
1546031294239, OUT, 15
1546029730623, OUT, 9
1546029665220, OUT, 6
1546026095695, IN, 14
1546024414858, IN, 17
1546024081570, OUT, 12
1546023532504, OUT, 6
1546022777736, IN, 2
1546019871396, OUT, 20
1546019753374, OUT, 14
1546018650259, IN, 4
1546018517759, OUT, 9
1546018517759, OUT, 13
1546016485836, OUT, 3
1546015491873, OUT, 6
1546012482347, OUT, 5
1546012259413, OUT, 4
1546011870691, OUT, 7
1546009468461, OUT, 10
1546006664070, OUT, 10
1546003584449, OUT, 10
1546002528432, OUT, 7
1546000989336, IN, 6
1545989139476, OUT, 2
1545985347578, OUT, 1
1545985178730, IN, 19
1545984788780, IN, 15
1545983044029, OUT, 12
1545982689768, IN, 20
1545981887895, IN, 8
1545981783381, OUT, 19
1545980927953, IN, 7
1545979787891, IN, 13
1545977463855, OUT, 13
1545976823222, OUT, 1
1545975893419, IN, 8
1545975893419, OUT, 20
1545972623679, IN, 6
1545972095656, OUT, 10
1545971147013, IN, 7
1545971147013, OUT, 7
1545970018009, IN, 17
1545970018009, OUT, 20
1545969655259, OUT, 10
1545969077243, IN, 20
1545968892753, IN, 17
1545965572925, OUT, 7
1545956159377, OUT, 12
1545953669054, OUT, 16
1545953135225, OUT, 10
1545953135225, OUT, 18
1545953012595, OUT, 16
1545952542768, OUT, 8
1545952336546, IN, 12
1545946948812, OUT, 7
1545944213533, OUT, 15
1545943349775, IN, 4
1545942382699, OUT, 3
1545942169306, IN, 18
1545941244776, OUT, 2
1545940501019, OUT, 5
1545939006219, OUT, 12
1545936132883, OUT, 14
1545934466312, OUT, 13
1545932294123, IN, 5
1545932071800, OUT, 19
1545930553042, OUT, 8
1545929414636, OUT, 15
1545928768672, OUT, 2
1545928133867, IN, 13
1545927902230, OUT, 16
1545926734649, OUT, 12
1545925530644, OUT, 8
1545924336429, OUT, 2
1545920395472, OUT, 1
1545919065564, OUT, 12
1545917304395, OUT, 9
1545916469186, IN, 7
1545914864676, OUT, 5
1545913367389, OUT, 18
1545909821710, OUT, 8
1545907583233, OUT, 12
1545905397440, OUT, 20
1545902596316, OUT, 17
1545902189718, OUT, 5
1545896961574, OUT, 1
1545895624134, OUT, 19
1545894478349, OUT, 13
1545893625657, OUT, 12
1545893061765, IN, 17
1545892348356, OUT, 14
1545891828253, OUT, 17
1545891240638, IN, 17
1545885695728, OUT, 8
1545884794988, OUT, 11
1545881202575, OUT, 11
1545879187025, OUT, 15
1545878785923, OUT, 10
1545878519996, OUT, 10
1545877545888, OUT, 1
1545877304821, OUT, 20
1545872283014, OUT, 2
1545865891981, OUT, 4
1545864338158, OUT, 16
1545861792065, OUT, 2
1545861775417, OUT, 9
1545860840082, OUT, 1
1545860783324, IN, 20
1545859037706, OUT, 4
1545857635137, OUT, 20
1545857100499, OUT, 3
1545854817213, OUT, 10
1545844944451, IN, 3
1545844322715, OUT, 11
1545842443893, OUT, 17
1545835416406, OUT, 10
1545835368792, OUT, 20
1545834413472, OUT, 5
1545834021663, OUT, 12
1545833766957, IN, 15
1545832525180, OUT, 1
1545830662546, OUT, 18
1545828100524, OUT, 16
1545827274615, OUT, 3
1545826539001, OUT, 18
1545825331970, OUT, 13
1545824655897, IN, 18
1545821844144, OUT, 6
1545819872322, OUT, 14
1545819005063, IN, 2
1545814851859, OUT, 7
1545814252995, OUT, 20
1545811684182, OUT, 20
1545809058735, OUT, 19
1545809036444, OUT, 5
1545804288452, OUT, 10
1545800336973, IN, 8
1545798779756, OUT, 14
1545798389422, OUT, 5
1545798389422, OUT, 10
1545794022183, IN, 12
1545793516991, OUT, 17
1545792809191, OUT, 13
1545792103110, OUT, 2
1545787990923, IN, 20
1545787990923, OUT, 14
1545786723978, OUT, 12
1545784899614, IN, 11
1545784228389, OUT, 9
1545783123728, OUT, 19
1545782369439, OUT, 1
1545782082427, OUT, 3
1545781288000, IN, 3
1545779924931, OUT, 19
1545779104776, IN, 6
1545776576316, OUT, 17
1545774397588, OUT, 19
1545774282315, OUT, 11
1545773635989, IN, 16
1545770587780, IN, 8
1545770587780, OUT, 1
1545766625382, OUT, 6
1545764581141, OUT, 17
1545763960497, OUT, 12
1545761447915, OUT, 7
1545761264855, OUT, 7
1545760304831, OUT, 9
1545759105707, OUT, 12
1545759043779, IN, 18
1545755937225, IN, 4
1545754803447, IN, 11
1545752657355, OUT, 5
1545748663161, OUT, 17
1545748642536, IN, 12
1545748207620, OUT, 14
1545746581926, OUT, 19
1545745937626, OUT, 10
1545744328233, OUT, 12
1545743048990, IN, 8
1545741961333, OUT, 8
1545741120050, OUT, 19
1545735332548, OUT, 14
1545734734987, IN, 3
1545734734987, IN, 7
1545732391765, OUT, 18
1545731254850, OUT, 9
1545729497606, IN, 2
1545725848553, OUT, 11
1545725480851, OUT, 17
1545722633431, IN, 6
1545722633431, OUT, 15
1545722250380, IN, 1
1545721817327, OUT, 8
1545717159534, OUT, 16
1545717040749, OUT, 20
1545713854957, OUT, 11
1545713672950, IN, 7
1545712911121, OUT, 9
1545712137644, OUT, 19
1545711947814, IN, 8
1545706984229, OUT, 13
1545705484527, IN, 2
1545702726605, OUT, 18
1545699145369, OUT, 3
1545698986751, IN, 8
1545696535269, OUT, 15
1545695703144, IN, 8
1545695126810, OUT, 16
1545694310292, IN, 15
1545693946226, OUT, 20
1545691998311, OUT, 10
1545683933838, IN, 3
1545683226895, OUT, 9
1545682973056, OUT, 7
1545681970758, OUT, 20
1545681302460, IN, 4
1545679790842, OUT, 4
1545679300669, OUT, 8
1545678728649, OUT, 13
1545678089387, IN, 19
1545676423587, OUT, 3
1545675804644, OUT, 12
1545671815742, IN, 1
1545669008612, IN, 15
1545669008612, OUT, 5
1545666639060, OUT, 16
1545663160710, OUT, 11
1545662554813, IN, 16
1545660486813, IN, 6
1545657737653, OUT, 5
1545654524081, OUT, 20
1545651894663, OUT, 2
1545651171445, IN, 17
1545651052318, OUT, 1
1545650739629, OUT, 16
1545647674319, OUT, 5
1545647523559, OUT, 14
1545646936764, IN, 5
1545644635346, OUT, 1
1545643928072, OUT, 11
1545638164221, OUT, 4
1545635452337, OUT, 8
1545635452337, OUT, 14
1545635331518, OUT, 6
1545635024991, OUT, 1
1545633074884, OUT, 13
1545632738904, OUT, 12
1545632216651, OUT, 12
1545631659332, OUT, 16
1545628476648, OUT, 19
1545627641204, OUT, 14
1545627464050, IN, 8
1545625360137, IN, 7
1545625286094, IN, 1
1545624116184, IN, 11
1545623525194, OUT, 17
1545618452874, OUT, 8
1545612779052, OUT, 9
1545612080526, IN, 5
1545609076357, IN, 8
1545608659001, OUT, 10
1545605230201, IN, 8
1545604487227, OUT, 13
1545601932975, OUT, 15
1545600891583, OUT, 11
1545599979373, OUT, 8
1545599668886, OUT, 10
1545598750077, OUT, 1
1545597892117, OUT, 1
1545597160976, IN, 15
1545596549711, IN, 1
1545595657670, OUT, 2
1545594023786, OUT, 18
1545593109204, OUT, 7
1545583236941, OUT, 20
1545581343730, OUT, 9
1545580827846, IN, 3
1545579437886, IN, 9
1545577066552, OUT, 10
1545573127263, IN, 10
1545572441996, OUT, 17
1545569441963, OUT, 4
1545567620622, OUT, 6
1545567118733, OUT, 13
1545566660762, IN, 13
1545566393585, OUT, 1
1545565454425, OUT, 11
1545561676745, OUT, 13
1545558215954, OUT, 12
1545556399629, OUT, 18
1545556349959, IN, 15
1545549520314, IN, 20
1545548540152, OUT, 18
1545546935148, OUT, 20
1545544578305, OUT, 19
1545538109303, OUT, 14
1545537867856, OUT, 8
1545537867856, OUT, 11
1545535920627, OUT, 4
1545533514017, OUT, 20
1545532464777, OUT, 20
1545531986304, OUT, 1
1545530335019, OUT, 9
1545528808565, OUT, 1
1545525297177, IN, 6
1545525169396, OUT, 4
1545521219656, OUT, 3
1545518353067, OUT, 16
1545515337796, IN, 18
1545510108856, OUT, 14
1545509330181, OUT, 6
1545506630639, OUT, 7
1545505962609, IN, 4
1545505795304, IN, 6
1545505029757, OUT, 8
1545502298131, OUT, 5
1545501548628, OUT, 1
1545500431714, OUT, 19
1545497698060, OUT, 7
1545494169350, OUT, 1
1545494012590, OUT, 1
1545490574171, IN, 18
1545488211319, OUT, 15
1545485423146, OUT, 13
1545485147760, IN, 15
1545481457239, OUT, 15
1545475090009, OUT, 18
1545470528067, OUT, 9
1545469501493, OUT, 4
1545469501493, OUT, 5
1545467085723, OUT, 4
1545464267308, OUT, 4
1545462829967, OUT, 14
1545461960001, IN, 18
1545461544006, OUT, 5
1545457573028, OUT, 8
1545455212513, OUT, 11
1545446204368, OUT, 4
1545445808619, OUT, 19
1545443011670, IN, 19
1545442846501, OUT, 14
1545441674408, OUT, 10
1545440782943, OUT, 20
1545437588108, OUT, 2
1545435000135, OUT, 4
1545434512446, OUT, 8
1545433993111, IN, 14
1545433802022, OUT, 19
1545433493753, IN, 16
1545433436270, OUT, 15
1545433281842, OUT, 19
1545431979011, OUT, 11
1545431192165, OUT, 8
1545426727809, OUT, 17
1545423673509, OUT, 19
1545423453266, OUT, 9
1545417148812, IN, 16
1545416690835, OUT, 20
1545413959511, OUT, 10
1545401558232, OUT, 15
1545401266376, IN, 10
1545401201409, OUT, 9
1545399119174, OUT, 11
1545397043254, OUT, 8
1545396724123, OUT, 8
1545396674247, OUT, 9
1545395728246, OUT, 10
1545395283580, OUT, 10
1545395222447, OUT, 11
1545395222447, OUT, 18
1545393612235, OUT, 13
1545391483310, OUT, 4
1545385850641, IN, 16
1545384470618, IN, 4
1545384173928, OUT, 19
1545382496761, IN, 6
1545382164604, OUT, 18
1545381731422, OUT, 20
1545380411290, OUT, 2
1545380028205, OUT, 11
1545379888580, OUT, 9
1545377870021, OUT, 6
1545377303926, OUT, 13
1545374830911, OUT, 14
1545373883436, IN, 18
1545373291820, IN, 13
1545372845006, OUT, 11
1545368096315, OUT, 16
1545367778653, IN, 19
1545365289976, IN, 17
1545365117784, IN, 8
1545363683512, OUT, 5
1545363683512, OUT, 6
1545361320250, IN, 19
1545358825787, OUT, 19
1545357941648, OUT, 8
1545356852540, OUT, 14
1545356513589, OUT, 6
1545353233303, OUT, 15
1545348094722, OUT, 7
1545347457909, IN, 17
1545345385631, OUT, 14
1545340177654, IN, 8
1545340177654, OUT, 9
1545337855493, OUT, 11
1545335530141, IN, 13
1545335530141, IN, 16
1545332494070, OUT, 2
1545332205342, OUT, 20
1545330939027, OUT, 19
1545329923959, OUT, 18
1545328830959, OUT, 10
1545328830959, OUT, 15
1545327983077, IN, 4
1545326894468, IN, 7
1545324003778, OUT, 3
1545323646823, OUT, 17
1545323641538, OUT, 8
1545321388624, OUT, 9
1545317580645, OUT, 9
1545315939310, OUT, 2
1545315939310, OUT, 4
1545314256827, OUT, 8
1545313716369, OUT, 16
1545308986024, IN, 19
1545306285677, IN, 16
1545303084867, OUT, 17
1545302428094, OUT, 1
1545301890304, OUT, 14
1545300550790, OUT, 7
1545298979053, OUT, 20
1545296684469, OUT, 13
1545295621597, OUT, 12
1545293845739, OUT, 20
1545292877347, OUT, 14
1545288763500, OUT, 1
1545288763500, OUT, 14
1545287544200, OUT, 13
1545286945269, OUT, 19
1545285588140, OUT, 4
1545284473646, OUT, 4
1545282567187, IN, 17
1545281699353, OUT, 19
1545280762374, OUT, 19
1545277138902, OUT, 4
1545277138902, OUT, 4
1545277138902, OUT, 15
1545272261731, OUT, 14
1545271870109, IN, 9
1545270959832, OUT, 15
1545268518073, OUT, 2
1545267654225, OUT, 19
1545266867577, OUT, 8
1545259676787, IN, 20
1545259084703, OUT, 15
1545258125025, OUT, 1
1545256784015, OUT, 20
1545253848746, OUT, 14
1545253770529, OUT, 9
1545253539364, OUT, 9
1545249669721, OUT, 6
1545248011914, OUT, 10
1545244899455, OUT, 14
1545242658031, OUT, 18
1545242512724, OUT, 8
1545241659056, OUT, 4
1545240726033, OUT, 1
1545240439679, IN, 14
1545238874960, IN, 4
1545238802994, OUT, 19
1545238610763, OUT, 1
1545237612696, OUT, 3
1545237373982, OUT, 18
1545236610259, OUT, 12
1545236446831, OUT, 4
1545231068233, OUT, 2
1545230999726, OUT, 5
1545229889638, OUT, 11
1545228020379, OUT, 14
1545220913355, OUT, 6
1545220404604, OUT, 18
1545220057945, OUT, 4
1545219641400, OUT, 5
1545216847454, OUT, 11
1545216366265, IN, 16
1545216340955, OUT, 16
1545214377219, OUT, 5
1545213707977, OUT, 19
1545211454707, OUT, 2
1545209685349, OUT, 8
1545209567118, OUT, 7
1545207705164, OUT, 19
1545205748969, OUT, 16
1545203276117, OUT, 10
1545203276117, OUT, 13
1545201009708, IN, 11
1545199627471, OUT, 11
1545190690993, OUT, 11
1545190147539, OUT, 16
1545187472995, OUT, 4
1545187361959, OUT, 8
1545183845567, OUT, 5
1545182927694, OUT, 14
1545180942509, OUT, 1
1545176732687, OUT, 14
1545175449152, OUT, 19
1545175097390, OUT, 14
1545174624079, IN, 3
1545174596017, IN, 6
1545173299364, IN, 17
1545168804977, OUT, 3
1545167194702, OUT, 12
1545164692194, OUT, 12
1545164041342, OUT, 14
1545157867868, OUT, 14
1545157600023, IN, 2
1545157600023, OUT, 18
1545157152408, IN, 7
1545153240724, IN, 1
1545149572983, OUT, 6
1545148326076, OUT, 12
1545137879273, OUT, 6
1545137626729, OUT, 3
1545135431850, IN, 16
1545135060084, OUT, 15
1545130932722, IN, 10
1545127596792, OUT, 19
1545124664939, OUT, 13
1545122132454, OUT, 17
1545121082646, OUT, 18
1545118311377, OUT, 10
1545113700660, IN, 19
1545113566972, IN, 7
1545113171898, OUT, 20
1545111793994, OUT, 16
1545107553258, OUT, 13
1545106912421, IN, 10
1545106315647, OUT, 15
1545104166650, OUT, 4
1545102500769, OUT, 5
1545101234537, OUT, 12
1545099704465, OUT, 10
1545094012964, OUT, 6
1545093506112, OUT, 17
1545092651824, IN, 3
1545091718918, OUT, 12
1545090228922, OUT, 8
1545089685092, OUT, 1
1545088678305, IN, 5
1545087576132, OUT, 1
1545083851920, OUT, 2
1545083447009, IN, 12
1545082095577, IN, 17
1545080907644, OUT, 14
1545078767655, OUT, 14
1545071955589, OUT, 16
1545068209187, OUT, 1
1545061417418, OUT, 15
1545060287792, OUT, 9
1545057252223, IN, 8
1545057075828, OUT, 20
1545056269598, OUT, 3
1545055963108, OUT, 2
1545055787166, OUT, 4
1545052274890, OUT, 4
1545050322656, OUT, 12
1545049935834, OUT, 5
1545048772033, OUT, 16
1545047758541, OUT, 14
1545043354413, OUT, 16
1545043315994, OUT, 17
1545043101707, IN, 1
1545037934928, OUT, 3
1545037731482, OUT, 7
1545037145812, IN, 19
1545037145812, OUT, 2
1545036384289, IN, 11
1545034044775, OUT, 1
1545033388150, IN, 18
1545032251961, OUT, 15
1545030071668, OUT, 7
1545029945729, OUT, 7
1545024647716, OUT, 6
1545024505116, OUT, 7
1545023305440, OUT, 8
1545020849924, OUT, 8
1545018246347, OUT, 15
1545016159939, IN, 17
1545014909703, OUT, 13
1545013524384, OUT, 10
1545013340154, OUT, 6
1545012937537, IN, 3
1545011906761, IN, 5
1545011906761, IN, 11
1545010661266, IN, 3
1545007220934, OUT, 3
1545006681273, OUT, 15
1545005303448, OUT, 9
1545004119158, OUT, 3
1545003295637, IN, 14
1545001695414, OUT, 6
1545001382999, IN, 16
1545001317142, OUT, 10
1545001317142, OUT, 10
1545000629379, IN, 18
1544999807584, IN, 14
1544997585133, OUT, 2
1544997410133, OUT, 18
1544995836862, IN, 5
1544993796727, OUT, 10
1544987865742, IN, 5
1544984029717, IN, 19
1544982605530, OUT, 16
1544981638968, IN, 5
1544976804173, OUT, 9
1544975124368, OUT, 18
1544971436690, OUT, 4
1544970579594, OUT, 9
1544970226708, OUT, 6
1544967837510, IN, 11
1544967591426, OUT, 13
1544965993400, OUT, 12
1544963740479, OUT, 16
1544961917754, OUT, 14
1544961581809, IN, 19
1544955672675, OUT, 1
1544955151220, OUT, 6
1544950064184, OUT, 16
1544949681283, OUT, 4
1544948906410, IN, 6
1544948598141, OUT, 20
1544947815454, IN, 10
1544947815454, OUT, 1
1544946435629, OUT, 3
1544942670182, OUT, 12
1544941226623, OUT, 14
1544940220037, OUT, 5
1544938470443, OUT, 9
1544938245676, IN, 15
1544935889345, IN, 12
1544934661700, OUT, 10
1544933747204, OUT, 17
1544929380357, OUT, 10
1544925591433, OUT, 1
1544924641523, OUT, 19
1544924477404, OUT, 16
1544921453644, OUT, 15
1544921178229, OUT, 14
1544920493440, OUT, 17
1544918255482, OUT, 20
1544914498768, OUT, 16
1544913428907, OUT, 19
1544910489637, OUT, 6
1544908938644, OUT, 7
1544905213770, OUT, 10
1544905213770, OUT, 11
1544903993967, OUT, 20
1544903080014, IN, 6
1544903080014, IN, 14
1544901276914, OUT, 12
1544900909322, IN, 11
1544897255662, IN, 18
1544896355718, OUT, 5
1544892670234, OUT, 5
1544890752045, OUT, 7
1544890593085, IN, 14
1544890391145, OUT, 17
1544889754176, OUT, 2
1544889634003, OUT, 9
1544888205972, OUT, 14
1544886545329, OUT, 20
1544886293389, OUT, 14
1544885575654, OUT, 6
1544885136058, IN, 11
1544884723699, OUT, 1
1544883935975, OUT, 17
1544883357208, IN, 4
1544882913720, IN, 4
1544882390156, OUT, 11
1544880499589, OUT, 12
1544875134595, OUT, 2
1544873619716, OUT, 4
1544873175398, OUT, 18
1544872183559, OUT, 11
1544864620374, OUT, 6
1544864431074, IN, 13
1544862823970, OUT, 10
1544862240366, OUT, 16
1544861746561, OUT, 15
1544861115745, OUT, 5
1544860857748, OUT, 7
1544856861983, OUT, 5
1544855573340, OUT, 7
1544855562887, OUT, 8
1544854510911, IN, 7
1544854269146, IN, 20
1544853416109, IN, 19
1544853063159, OUT, 7
1544852891170, OUT, 15
1544851726009, IN, 12
1544844659155, OUT, 5
1544843697528, IN, 12
1544842561479, OUT, 17
1544840214165, OUT, 5
1544839139638, IN, 2
1544838805947, IN, 20
1544838542971, IN, 10
1544838542971, IN, 16
1544838225879, OUT, 17
1544836784049, OUT, 7
1544836773617, IN, 5
1544835262948, OUT, 10
1544834864366, OUT, 14
1544831019921, OUT, 1
1544831019921, OUT, 9
1544826872547, IN, 8
1544825583755, OUT, 13
1544825144463, OUT, 11
1544820527298, IN, 12
1544815674044, IN, 13
1544808818010, OUT, 3
1544806377072, OUT, 19
1544806229434, OUT, 20
1544806077007, IN, 11
1544805376284, OUT, 12
1544804609877, OUT, 1
1544802995705, OUT, 16
1544798366496, OUT, 12
1544797738112, OUT, 20
1544793809058, OUT, 7
1544793778560, OUT, 8
1544787489345, OUT, 6
1544786073407, OUT, 15
1544785869098, OUT, 19
1544784134541, OUT, 17
1544784095754, OUT, 19
1544781342771, OUT, 9
1544781342771, OUT, 15
1544779428951, OUT, 16
1544773805370, OUT, 15
1544773688308, OUT, 5
1544773322263, OUT, 14
1544769736801, OUT, 15
1544767278753, IN, 5
1544767278753, OUT, 1
1544764971772, OUT, 4
1544763863130, OUT, 16
1544761980652, OUT, 2
1544760283072, OUT, 8
1544758551028, OUT, 13
1544758413796, OUT, 1
1544757377821, OUT, 6
1544757260571, OUT, 9
1544754712468, OUT, 20
1544754182449, OUT, 12
1544750438744, OUT, 3
1544750438744, OUT, 3
1544749109784, OUT, 19
1544748511456, OUT, 7
1544746283130, OUT, 4
1544746283130, OUT, 7
1544745248480, IN, 11
1544742579014, OUT, 6
1544742431330, IN, 5
1544741202073, IN, 14
1544739879897, OUT, 13
1544736686889, OUT, 12
1544732031956, OUT, 10
1544729529589, OUT, 5
1544729142217, OUT, 17
1544726692167, IN, 12
1544725669184, OUT, 15
1544723123579, OUT, 17
1544721079152, OUT, 19
1544715396927, OUT, 5
1544711751656, OUT, 7
1544709876274, IN, 1
1544707034608, OUT, 20
1544706935676, IN, 18
1544705732158, OUT, 16
1544703696951, OUT, 19
1544702960254, OUT, 19
1544701420747, OUT, 14
1544700883239, OUT, 10
1544698733102, OUT, 1
1544696096793, OUT, 16
1544695591601, OUT, 14
1544694812096, OUT, 18
1544694566072, OUT, 1
1544693360856, OUT, 4
1544691617220, OUT, 7
1544690136070, IN, 10
1544689639861, IN, 18
1544689172391, IN, 9
1544684570138, OUT, 5
1544684452075, OUT, 17
1544671144532, OUT, 12
1544670508705, OUT, 4
1544668000453, OUT, 17
1544666633149, OUT, 18
1544666365956, IN, 9
1544665684906, OUT, 11
1544663436625, OUT, 9
1544662088914, OUT, 4
1544661853593, IN, 20
1544660745637, OUT, 4
1544657375160, OUT, 2
1544653922525, OUT, 5
1544653645068, IN, 2
1544653645068, IN, 20
1544652635453, OUT, 11
1544651602520, OUT, 7
1544649670682, OUT, 1
1544648621192, OUT, 17
1544647877401, OUT, 4
1544647204045, IN, 18
1544646659399, OUT, 6
1544646148159, OUT, 20
1544644788958, OUT, 7
1544644100880, OUT, 15
1544642776852, OUT, 13
1544641164672, OUT, 4
1544639366084, OUT, 19
1544638029456, OUT, 19
1544637650854, OUT, 19
1544636339952, OUT, 3
1544631568411, OUT, 7
1544631355116, OUT, 10
1544628684179, OUT, 17
1544626336113, OUT, 11
1544626277091, OUT, 20
1544621904985, OUT, 3
1544621602799, OUT, 4
1544618498179, OUT, 20
1544618057265, OUT, 16
1544617297886, OUT, 1
1544611650644, IN, 12
1544607594082, OUT, 19
1544605806851, IN, 7
1544603553463, OUT, 4
1544600188403, IN, 16
1544596966590, IN, 6
1544593720466, OUT, 5
1544592124703, OUT, 10
1544591003054, OUT, 3
1544588835800, IN, 7
1544587871788, OUT, 6
1544583822339, OUT, 5
1544578442858, OUT, 14
1544578331913, IN, 6
1544576085749, OUT, 19
1544573275891, OUT, 9
1544571488162, OUT, 18
1544569307534, OUT, 1
1544569248851, OUT, 1
1544568958108, IN, 12
1544568522453, OUT, 7
1544566123755, OUT, 3
1544565533271, OUT, 13
1544559886823, OUT, 4
1544556902600, OUT, 11
1544553482222, OUT, 13
1544547165258, OUT, 2
1544541186995, IN, 6
1544539788750, OUT, 19
1544537768105, OUT, 17
1544536099317, IN, 18
1544534676411, OUT, 4
1544532560012, OUT, 13
1544532136510, IN, 19
1544527700003, IN, 12
1544526677206, OUT, 16
1544525509467, OUT, 12
1544524338183, OUT, 16
1544524115393, OUT, 20
1544523485572, OUT, 13
1544521997633, OUT, 5
1544519617412, OUT, 2
1544517910029, OUT, 12
1544516660219, OUT, 8
1544515421822, IN, 7
1544515075465, OUT, 16
1544512415980, OUT, 16
1544510720901, OUT, 6
1544509747869, OUT, 7
1544508709052, OUT, 3
1544508709052, OUT, 12
1544508398704, OUT, 18
1544505630092, OUT, 18
1544505090446, OUT, 16
1544504514250, OUT, 7
1544502410045, IN, 2
1544501547629, IN, 16
1544500006548, IN, 10
1544497618190, IN, 1
1544496393869, OUT, 19
1544496125007, OUT, 19
1544495177143, IN, 7
1544495003470, OUT, 2
1544494182196, OUT, 4
1544492690397, IN, 7
1544491604162, OUT, 12
1544491151677, OUT, 7
1544489566879, OUT, 15
1544489566879, OUT, 17
1544485801202, OUT, 15
1544482129545, OUT, 5
1544480157349, OUT, 16
1544476143269, OUT, 2
1544472424698, IN, 15
1544470156901, OUT, 1
1544469811718, OUT, 19
1544462573072, OUT, 16
1544462032332, IN, 2
1544461947435, OUT, 4
1544461087777, OUT, 18
1544458161646, OUT, 1
1544456975748, OUT, 14
1544456562229, OUT, 9
1544456146541, IN, 1
1544455763901, OUT, 7
1544454890848, OUT, 13
1544454660658, OUT, 3
1544454072256, IN, 4
1544450934614, OUT, 10
1544449863635, IN, 3
1544448834238, OUT, 18
1544448371284, IN, 8
1544447208816, OUT, 20
1544446244892, OUT, 7
1544445464280, OUT, 10
1544445305196, OUT, 6
1544444256391, IN, 15
1544442410739, IN, 6
1544441311716, OUT, 17
1544439657795, OUT, 13
1544438599515, IN, 13
1544437945809, OUT, 12
1544436675769, OUT, 15
1544434591788, OUT, 19
1544433970121, OUT, 8
1544433456544, IN, 6
1544429134976, IN, 9
1544427371683, OUT, 12
1544421175627, IN, 11
1544419853275, IN, 5
1544418573246, OUT, 13
1544417871236, OUT, 16
1544416715230, IN, 2
1544414523880, IN, 17
1544414337931, OUT, 10
1544410865558, IN, 13
1544404449700, OUT, 6
1544402328677, OUT, 18
1544400612993, OUT, 9
1544400472676, IN, 6
1544400273266, OUT, 16
1544395363955, OUT, 8
1544394484765, OUT, 4
1544390972253, OUT, 13
1544388075447, IN, 14
1544387865086, OUT, 16
1544387767529, OUT, 18
1544386224867, IN, 19
1544384399426, OUT, 8
1544380995085, OUT, 15
1544374462096, OUT, 9
1544371755922, OUT, 2
1544371293059, IN, 14
1544368719629, OUT, 15
1544364700026, OUT, 11
1544363773184, OUT, 20
1544363466608, IN, 9
1544362835462, OUT, 7
1544362312396, OUT, 16
1544361569277, IN, 17
1544357477014, OUT, 13
1544350217109, OUT, 15
1544347547483, IN, 1
1544345361845, IN, 17
1544344818323, IN, 15
1544336649246, OUT, 15
1544336441838, OUT, 2
1544329663779, OUT, 10
1544328913079, OUT, 3
1544326227343, OUT, 17
1544320049488, IN, 14
1544318325062, OUT, 11
1544317502546, OUT, 19
1544317030713, OUT, 18
1544316404948, OUT, 6
1544315773391, IN, 9
1544312800478, IN, 10
